horizon_hours,SID,SEASON,origins,storms,track_mean_km,track_median_km,track_p90_km,track_p95_km,wind_mae_kt,wind_rmse_kt,wind_bias_kt,storm_macro_track_mean_km,storm_macro_wind_mae_kt,storm_track_ci95_low_km,storm_track_ci95_high_km,storm_wind_mae_ci95_low_kt,storm_wind_mae_ci95_high_kt
6,2025215N33284,2025,8,1,19.59514795063043,21.333581279106138,26.723707731802772,29.86412896426637,2.769469290773011,3.292696669121606,-0.648841864406525,19.59514795063043,2.769469290773011,19.59514795063043,19.59514795063043,2.769469290773011,2.769469290773011
6,2021244N12339,2021,38,1,19.06488622136873,14.133802199859613,36.61303679114677,44.105263015689076,2.9811741288029316,3.747113819401319,0.907678029956363,19.06488622136873,2.9811741288029316,19.06488622136873,19.06488622136873,2.9811741288029316,2.9811741288029316
6,2023173N10320,2023,12,1,18.755522409730876,19.237601236096186,23.19763088758415,31.654737742513294,2.953848538955801,3.182928317143104,0.8375394676913217,18.755522409730876,2.953848538955801,18.755522409730876,18.755522409730876,2.953848538955801,2.953848538955801
6,2023170N11323,2023,17,1,18.704704655823402,15.837397868750791,32.80662622879441,33.309189286722535,3.269691053768157,3.46845150677951,0.09105865644022432,18.704704655823402,3.269691053768157,18.704704655823402,18.704704655823402,3.269691053768157,3.269691053768157
6,2020251N15342,2020,25,1,18.476039890628815,14.20675529952576,34.69968684490774,41.0052030812086,1.9770261324524767,2.6691658653522428,0.09114383310484456,18.476039890628815,1.9770261324524767,18.476039890628815,18.476039890628815,1.9770261324524767,1.9770261324524767
6,2020256N25281,2020,18,1,17.797182824238803,18.38465430909266,28.241572797537614,33.28463568227791,7.175655320408037,8.916512923870437,0.5653314776253617,17.797182824238803,7.175655320408037,17.797182824238803,17.797182824238803,7.175655320408037,7.175655320408037
6,2023251N16334,2023,33,1,17.280805855721244,18.656815297904057,24.55038233021306,25.429786618785208,2.7283580055424803,3.303891844518839,-0.04561674118838319,17.280805855721244,2.7283580055424803,17.280805855721244,17.280805855721244,2.7283580055424803,2.7283580055424803
6,2021262N16307,2021,11,1,16.854736579862987,18.05270045761854,20.403174486799635,23.389582630081378,1.365299119343688,1.8006093971340145,0.49424312428296735,16.854736579862987,1.365299119343688,16.854736579862987,16.854736579862987,1.365299119343688,1.365299119343688
6,2023284N10330,2023,14,1,16.64218057907727,11.10616663703744,42.77396516142137,52.82273169354231,2.0960772639911562,2.732610572599466,-0.08442186795754125,16.64218057907727,2.0960772639911562,16.64218057907727,16.64218057907727,2.0960772639911562,2.0960772639911562
6,2022244N38313,2022,24,1,16.396089118400003,15.9116784298445,25.220672687545907,27.89756330434871,2.985759473801084,3.6490754445531244,-0.8529724629170813,16.396089118400003,2.985759473801084,16.396089118400003,16.396089118400003,2.985759473801084,2.985759473801084
6,2025173N30302,2025,1,1,15.348220680578162,15.348220680578162,15.348220680578162,15.348220680578162,0.5090025572385173,0.5090025572385173,0.5090025572385173,15.348220680578162,0.5090025572385173,15.348220680578162,15.348220680578162,0.5090025572385173,0.5090025572385173
6,2025180N19266,2025,2,1,13.192021286285893,13.192021286285893,15.40448020224084,15.681037566735208,8.279144369533482,8.392351064930212,8.279144369533482,13.192021286285893,8.279144369533482,13.192021286285893,13.192021286285893,8.279144369533482,8.279144369533482
6,2020174N39293,2020,2,1,12.502278941609237,12.502278941609237,15.270156412424996,15.616141096276964,5.128644321293201,5.416021397261953,5.128644321293201,12.502278941609237,5.128644321293201,12.502278941609237,12.502278941609237,5.128644321293201,5.128644321293201
